"","GEOID","NAME","variable","estimate","moe"
"1","17001000100","Census Tract 1, Adams County, Illinois","B08006_008",0,11
"2","17001000201","Census Tract 2.01, Adams County, Illinois","B08006_008",32,35
"3","17001000202","Census Tract 2.02, Adams County, Illinois","B08006_008",0,11
"4","17001000400","Census Tract 4, Adams County, Illinois","B08006_008",0,11
"5","17001000500","Census Tract 5, Adams County, Illinois","B08006_008",10,11
"6","17001000600","Census Tract 6, Adams County, Illinois","B08006_008",17,26
"7","17001000700","Census Tract 7, Adams County, Illinois","B08006_008",12,12
"8","17001000800","Census Tract 8, Adams County, Illinois","B08006_008",62,55
"9","17001000900","Census Tract 9, Adams County, Illinois","B08006_008",0,11
"10","17001001001","Census Tract 10.01, Adams County, Illinois","B08006_008",0,11
"11","17001001002","Census Tract 10.02, Adams County, Illinois","B08006_008",0,11
"12","17001001100","Census Tract 11, Adams County, Illinois","B08006_008",0,15
"13","17001010100","Census Tract 101, Adams County, Illinois","B08006_008",0,11
"14","17001010200","Census Tract 102, Adams County, Illinois","B08006_008",2,5
"15","17001010300","Census Tract 103, Adams County, Illinois","B08006_008",0,15
"16","17001010400","Census Tract 104, Adams County, Illinois","B08006_008",0,11
"17","17001010500","Census Tract 105, Adams County, Illinois","B08006_008",0,11
"18","17001010600","Census Tract 106, Adams County, Illinois","B08006_008",0,15
"19","17003957600","Census Tract 9576, Alexander County, Illinois","B08006_008",0,11
"20","17003957700","Census Tract 9577, Alexander County, Illinois","B08006_008",0,11
"21","17003957800","Census Tract 9578, Alexander County, Illinois","B08006_008",17,21
"22","17003957900","Census Tract 9579, Alexander County, Illinois","B08006_008",0,11
"23","17005951200","Census Tract 9512, Bond County, Illinois","B08006_008",0,11
"24","17005951300","Census Tract 9513, Bond County, Illinois","B08006_008",2,6
"25","17005951400","Census Tract 9514, Bond County, Illinois","B08006_008",5,11
"26","17005951500","Census Tract 9515, Bond County, Illinois","B08006_008",20,20
"27","17007010100","Census Tract 101, Boone County, Illinois","B08006_008",0,15
"28","17007010200","Census Tract 102, Boone County, Illinois","B08006_008",0,15
"29","17007010300","Census Tract 103, Boone County, Illinois","B08006_008",0,15
"30","17007010400","Census Tract 104, Boone County, Illinois","B08006_008",15,22
"31","17007010500","Census Tract 105, Boone County, Illinois","B08006_008",10,18
"32","17007010601","Census Tract 106.01, Boone County, Illinois","B08006_008",22,21
"33","17007010602","Census Tract 106.02, Boone County, Illinois","B08006_008",20,33
"34","17009970400","Census Tract 9704, Brown County, Illinois","B08006_008",7,12
"35","17009970500","Census Tract 9705, Brown County, Illinois","B08006_008",0,11
"36","17011964700","Census Tract 9647, Bureau County, Illinois","B08006_008",9,10
"37","17011964800","Census Tract 9648, Bureau County, Illinois","B08006_008",0,11
"38","17011964900","Census Tract 9649, Bureau County, Illinois","B08006_008",4,4
"39","17011965000","Census Tract 9650, Bureau County, Illinois","B08006_008",0,11
"40","17011965100","Census Tract 9651, Bureau County, Illinois","B08006_008",10,15
"41","17011965200","Census Tract 9652, Bureau County, Illinois","B08006_008",0,11
"42","17011965300","Census Tract 9653, Bureau County, Illinois","B08006_008",22,32
"43","17011965400","Census Tract 9654, Bureau County, Illinois","B08006_008",73,66
"44","17011965500","Census Tract 9655, Bureau County, Illinois","B08006_008",3,5
"45","17011965600","Census Tract 9656, Bureau County, Illinois","B08006_008",0,11
"46","17013951200","Census Tract 9512, Calhoun County, Illinois","B08006_008",5,9
"47","17013951300","Census Tract 9513, Calhoun County, Illinois","B08006_008",21,29
"48","17015960100","Census Tract 9601, Carroll County, Illinois","B08006_008",43,41
"49","17015960200","Census Tract 9602, Carroll County, Illinois","B08006_008",0,11
"50","17015960300","Census Tract 9603, Carroll County, Illinois","B08006_008",17,26
"51","17015960400","Census Tract 9604, Carroll County, Illinois","B08006_008",0,11
"52","17015960500","Census Tract 9605, Carroll County, Illinois","B08006_008",1,2
"53","17015960600","Census Tract 9606, Carroll County, Illinois","B08006_008",0,11
"54","17017960100","Census Tract 9601, Cass County, Illinois","B08006_008",0,11
"55","17017960200","Census Tract 9602, Cass County, Illinois","B08006_008",1,2
"56","17017960300","Census Tract 9603, Cass County, Illinois","B08006_008",0,11
"57","17017960400","Census Tract 9604, Cass County, Illinois","B08006_008",14,17
"58","17017960500","Census Tract 9605, Cass County, Illinois","B08006_008",8,18
"59","17019000200","Census Tract 2, Champaign County, Illinois","B08006_008",66,48
"60","17019000301","Census Tract 3.01, Champaign County, Illinois","B08006_008",253,100
"61","17019000302","Census Tract 3.02, Champaign County, Illinois","B08006_008",389,136
"62","17019000401","Census Tract 4.01, Champaign County, Illinois","B08006_008",157,83
"63","17019000402","Census Tract 4.02, Champaign County, Illinois","B08006_008",150,69
"64","17019000500","Census Tract 5, Champaign County, Illinois","B08006_008",334,163
"65","17019000700","Census Tract 7, Champaign County, Illinois","B08006_008",198,106
"66","17019000800","Census Tract 8, Champaign County, Illinois","B08006_008",394,279
"67","17019000901","Census Tract 9.01, Champaign County, Illinois","B08006_008",144,69
"68","17019000902","Census Tract 9.02, Champaign County, Illinois","B08006_008",47,56
"69","17019001000","Census Tract 10, Champaign County, Illinois","B08006_008",93,70
"70","17019001100","Census Tract 11, Champaign County, Illinois","B08006_008",179,83
"71","17019001201","Census Tract 12.01, Champaign County, Illinois","B08006_008",157,95
"72","17019001203","Census Tract 12.03, Champaign County, Illinois","B08006_008",69,47
"73","17019001204","Census Tract 12.04, Champaign County, Illinois","B08006_008",17,20
"74","17019001205","Census Tract 12.05, Champaign County, Illinois","B08006_008",26,35
"75","17019001206","Census Tract 12.06, Champaign County, Illinois","B08006_008",0,11
"76","17019001301","Census Tract 13.01, Champaign County, Illinois","B08006_008",162,83
"77","17019001302","Census Tract 13.02, Champaign County, Illinois","B08006_008",9,15
"78","17019001400","Census Tract 14, Champaign County, Illinois","B08006_008",237,80
"79","17019005300","Census Tract 53, Champaign County, Illinois","B08006_008",762,264
"80","17019005401","Census Tract 54.01, Champaign County, Illinois","B08006_008",161,87
"81","17019005402","Census Tract 54.02, Champaign County, Illinois","B08006_008",10,15
"82","17019005500","Census Tract 55, Champaign County, Illinois","B08006_008",197,117
"83","17019005600","Census Tract 56, Champaign County, Illinois","B08006_008",214,151
"84","17019005701","Census Tract 57.01, Champaign County, Illinois","B08006_008",275,143
"85","17019005702","Census Tract 57.02, Champaign County, Illinois","B08006_008",135,72
"86","17019005800","Census Tract 58, Champaign County, Illinois","B08006_008",235,91
"87","17019005900","Census Tract 59, Champaign County, Illinois","B08006_008",261,92
"88","17019006000","Census Tract 60, Champaign County, Illinois","B08006_008",400,94
"89","17019010100","Census Tract 101, Champaign County, Illinois","B08006_008",2,4
"90","17019010204","Census Tract 102.04, Champaign County, Illinois","B08006_008",2,6
"91","17019010300","Census Tract 103, Champaign County, Illinois","B08006_008",44,47
"92","17019010400","Census Tract 104, Champaign County, Illinois","B08006_008",0,11
"93","17019010500","Census Tract 105, Champaign County, Illinois","B08006_008",0,11
"94","17019010601","Census Tract 106.01, Champaign County, Illinois","B08006_008",41,58
"95","17019010603","Census Tract 106.03, Champaign County, Illinois","B08006_008",0,15
"96","17019010604","Census Tract 106.04, Champaign County, Illinois","B08006_008",11,15
"97","17019010700","Census Tract 107, Champaign County, Illinois","B08006_008",13,21
"98","17019010800","Census Tract 108, Champaign County, Illinois","B08006_008",3,5
"99","17019010900","Census Tract 109, Champaign County, Illinois","B08006_008",61,65
"100","17019011000","Census Tract 110, Champaign County, Illinois","B08006_008",492,183
"101","17019011100","Census Tract 111, Champaign County, Illinois","B08006_008",237,108
"102","17021958100","Census Tract 9581, Christian County, Illinois","B08006_008",12,15
"103","17021958200","Census Tract 9582, Christian County, Illinois","B08006_008",0,11
"104","17021958300","Census Tract 9583, Christian County, Illinois","B08006_008",65,75
"105","17021958400","Census Tract 9584, Christian County, Illinois","B08006_008",2,6
"106","17021958500","Census Tract 9585, Christian County, Illinois","B08006_008",9,19
"107","17021958600","Census Tract 9586, Christian County, Illinois","B08006_008",0,11
"108","17021958700","Census Tract 9587, Christian County, Illinois","B08006_008",0,11
"109","17021958800","Census Tract 9588, Christian County, Illinois","B08006_008",0,11
"110","17021958900","Census Tract 9589, Christian County, Illinois","B08006_008",8,13
"111","17021959000","Census Tract 9590, Christian County, Illinois","B08006_008",0,11
"112","17023060100","Census Tract 601, Clark County, Illinois","B08006_008",0,11
"113","17023060200","Census Tract 602, Clark County, Illinois","B08006_008",0,11
"114","17023060300","Census Tract 603, Clark County, Illinois","B08006_008",0,15
"115","17023060400","Census Tract 604, Clark County, Illinois","B08006_008",0,11
"116","17025971900","Census Tract 9719, Clay County, Illinois","B08006_008",0,11
"117","17025972000","Census Tract 9720, Clay County, Illinois","B08006_008",16,16
"118","17025972100","Census Tract 9721, Clay County, Illinois","B08006_008",51,36
"119","17025972200","Census Tract 9722, Clay County, Illinois","B08006_008",3,4
"120","17027900100","Census Tract 9001, Clinton County, Illinois","B08006_008",131,124
"121","17027900200","Census Tract 9002, Clinton County, Illinois","B08006_008",16,14
"122","17027900300","Census Tract 9003, Clinton County, Illinois","B08006_008",14,22
"123","17027900401","Census Tract 9004.01, Clinton County, Illinois","B08006_008",4,5
"124","17027900402","Census Tract 9004.02, Clinton County, Illinois","B08006_008",0,11
"125","17027900500","Census Tract 9005, Clinton County, Illinois","B08006_008",0,15
"126","17027900601","Census Tract 9006.01, Clinton County, Illinois","B08006_008",10,8
"127","17027900602","Census Tract 9006.02, Clinton County, Illinois","B08006_008",16,20
"128","17029000100","Census Tract 1, Coles County, Illinois","B08006_008",0,11
"129","17029000200","Census Tract 2, Coles County, Illinois","B08006_008",0,15
"130","17029000300","Census Tract 3, Coles County, Illinois","B08006_008",19,19
"131","17029000400","Census Tract 4, Coles County, Illinois","B08006_008",21,20
"132","17029000500","Census Tract 5, Coles County, Illinois","B08006_008",47,70
"133","17029000600","Census Tract 6, Coles County, Illinois","B08006_008",0,11
"134","17029000700","Census Tract 7, Coles County, Illinois","B08006_008",64,98
"135","17029000800","Census Tract 8, Coles County, Illinois","B08006_008",15,18
"136","17029000900","Census Tract 9, Coles County, Illinois","B08006_008",10,23
"137","17029001000","Census Tract 10, Coles County, Illinois","B08006_008",0,11
"138","17029001100","Census Tract 11, Coles County, Illinois","B08006_008",2,5
"139","17029001200","Census Tract 12, Coles County, Illinois","B08006_008",35,46
"140","17031010100","Census Tract 101, Cook County, Illinois","B08006_008",1210,236
"141","17031010201","Census Tract 102.01, Cook County, Illinois","B08006_008",983,238
"142","17031010202","Census Tract 102.02, Cook County, Illinois","B08006_008",511,150
"143","17031010300","Census Tract 103, Cook County, Illinois","B08006_008",1205,257
"144","17031010400","Census Tract 104, Cook County, Illinois","B08006_008",1125,265
"145","17031010501","Census Tract 105.01, Cook County, Illinois","B08006_008",1207,288
"146","17031010502","Census Tract 105.02, Cook County, Illinois","B08006_008",765,140
"147","17031010503","Census Tract 105.03, Cook County, Illinois","B08006_008",443,143
"148","17031010600","Census Tract 106, Cook County, Illinois","B08006_008",1784,330
"149","17031010701","Census Tract 107.01, Cook County, Illinois","B08006_008",598,158
"150","17031010702","Census Tract 107.02, Cook County, Illinois","B08006_008",1493,347
"151","17031020100","Census Tract 201, Cook County, Illinois","B08006_008",294,105
"152","17031020200","Census Tract 202, Cook County, Illinois","B08006_008",502,225
"153","17031020301","Census Tract 203.01, Cook County, Illinois","B08006_008",224,108
"154","17031020302","Census Tract 203.02, Cook County, Illinois","B08006_008",377,151
"155","17031020400","Census Tract 204, Cook County, Illinois","B08006_008",565,146
"156","17031020500","Census Tract 205, Cook County, Illinois","B08006_008",465,181
"157","17031020601","Census Tract 206.01, Cook County, Illinois","B08006_008",475,177
"158","17031020602","Census Tract 206.02, Cook County, Illinois","B08006_008",485,179
"159","17031020701","Census Tract 207.01, Cook County, Illinois","B08006_008",101,44
"160","17031020702","Census Tract 207.02, Cook County, Illinois","B08006_008",276,123
"161","17031020801","Census Tract 208.01, Cook County, Illinois","B08006_008",450,163
"162","17031020802","Census Tract 208.02, Cook County, Illinois","B08006_008",691,295
"163","17031020901","Census Tract 209.01, Cook County, Illinois","B08006_008",810,197
"164","17031020902","Census Tract 209.02, Cook County, Illinois","B08006_008",553,163
"165","17031030101","Census Tract 301.01, Cook County, Illinois","B08006_008",857,249
"166","17031030102","Census Tract 301.02, Cook County, Illinois","B08006_008",882,194
"167","17031030103","Census Tract 301.03, Cook County, Illinois","B08006_008",559,127
"168","17031030104","Census Tract 301.04, Cook County, Illinois","B08006_008",781,177
"169","17031030200","Census Tract 302, Cook County, Illinois","B08006_008",1111,208
"170","17031030300","Census Tract 303, Cook County, Illinois","B08006_008",378,115
"171","17031030400","Census Tract 304, Cook County, Illinois","B08006_008",424,107
"172","17031030500","Census Tract 305, Cook County, Illinois","B08006_008",1777,316
"173","17031030601","Census Tract 306.01, Cook County, Illinois","B08006_008",1220,273
"174","17031030603","Census Tract 306.03, Cook County, Illinois","B08006_008",731,133
"175","17031030604","Census Tract 306.04, Cook County, Illinois","B08006_008",954,175
"176","17031030701","Census Tract 307.01, Cook County, Illinois","B08006_008",601,91
"177","17031030702","Census Tract 307.02, Cook County, Illinois","B08006_008",226,69
"178","17031030703","Census Tract 307.03, Cook County, Illinois","B08006_008",794,169
"179","17031030706","Census Tract 307.06, Cook County, Illinois","B08006_008",1000,182
"180","17031030800","Census Tract 308, Cook County, Illinois","B08006_008",724,159
"181","17031030900","Census Tract 309, Cook County, Illinois","B08006_008",677,241
"182","17031031000","Census Tract 310, Cook County, Illinois","B08006_008",1070,183
"183","17031031100","Census Tract 311, Cook County, Illinois","B08006_008",1324,258
"184","17031031200","Census Tract 312, Cook County, Illinois","B08006_008",1371,367
"185","17031031300","Census Tract 313, Cook County, Illinois","B08006_008",2016,352
"186","17031031400","Census Tract 314, Cook County, Illinois","B08006_008",1356,255
"187","17031031501","Census Tract 315.01, Cook County, Illinois","B08006_008",782,188
"188","17031031502","Census Tract 315.02, Cook County, Illinois","B08006_008",1330,357
"189","17031031700","Census Tract 317, Cook County, Illinois","B08006_008",1859,356
"190","17031031800","Census Tract 318, Cook County, Illinois","B08006_008",668,117
"191","17031031900","Census Tract 319, Cook County, Illinois","B08006_008",795,142
"192","17031032100","Census Tract 321, Cook County, Illinois","B08006_008",2009,450
"193","17031040100","Census Tract 401, Cook County, Illinois","B08006_008",495,110
"194","17031040201","Census Tract 402.01, Cook County, Illinois","B08006_008",1537,297
"195","17031040202","Census Tract 402.02, Cook County, Illinois","B08006_008",829,252
"196","17031040300","Census Tract 403, Cook County, Illinois","B08006_008",385,109
"197","17031040401","Census Tract 404.01, Cook County, Illinois","B08006_008",650,138
"198","17031040402","Census Tract 404.02, Cook County, Illinois","B08006_008",1768,255
"199","17031040600","Census Tract 406, Cook County, Illinois","B08006_008",730,163
"200","17031040700","Census Tract 407, Cook County, Illinois","B08006_008",957,153
"201","17031040800","Census Tract 408, Cook County, Illinois","B08006_008",425,93
"202","17031040900","Census Tract 409, Cook County, Illinois","B08006_008",596,135
"203","17031050100","Census Tract 501, Cook County, Illinois","B08006_008",615,127
"204","17031050200","Census Tract 502, Cook County, Illinois","B08006_008",949,289
"205","17031050300","Census Tract 503, Cook County, Illinois","B08006_008",458,146
"206","17031050500","Census Tract 505, Cook County, Illinois","B08006_008",1311,286
"207","17031050600","Census Tract 506, Cook County, Illinois","B08006_008",657,122
"208","17031050700","Census Tract 507, Cook County, Illinois","B08006_008",457,80
"209","17031050800","Census Tract 508, Cook County, Illinois","B08006_008",384,78
"210","17031050900","Census Tract 509, Cook County, Illinois","B08006_008",198,58
"211","17031051000","Census Tract 510, Cook County, Illinois","B08006_008",253,65
"212","17031051100","Census Tract 511, Cook County, Illinois","B08006_008",312,77
"213","17031051200","Census Tract 512, Cook County, Illinois","B08006_008",441,97
"214","17031051300","Census Tract 513, Cook County, Illinois","B08006_008",395,107
"215","17031051400","Census Tract 514, Cook County, Illinois","B08006_008",206,60
"216","17031060100","Census Tract 601, Cook County, Illinois","B08006_008",557,127
"217","17031060200","Census Tract 602, Cook County, Illinois","B08006_008",747,176
"218","17031060300","Census Tract 603, Cook County, Illinois","B08006_008",856,223
"219","17031060400","Census Tract 604, Cook County, Illinois","B08006_008",1048,254
"220","17031060500","Census Tract 605, Cook County, Illinois","B08006_008",304,87
"221","17031060800","Census Tract 608, Cook County, Illinois","B08006_008",1639,282
"222","17031060900","Census Tract 609, Cook County, Illinois","B08006_008",2923,497
"223","17031061000","Census Tract 610, Cook County, Illinois","B08006_008",873,114
"224","17031061100","Census Tract 611, Cook County, Illinois","B08006_008",648,133
"225","17031061200","Census Tract 612, Cook County, Illinois","B08006_008",809,157
"226","17031061500","Census Tract 615, Cook County, Illinois","B08006_008",649,92
"227","17031061800","Census Tract 618, Cook County, Illinois","B08006_008",513,92
"228","17031061901","Census Tract 619.01, Cook County, Illinois","B08006_008",1417,211
"229","17031061902","Census Tract 619.02, Cook County, Illinois","B08006_008",1420,223
"230","17031062000","Census Tract 620, Cook County, Illinois","B08006_008",1347,202
"231","17031062100","Census Tract 621, Cook County, Illinois","B08006_008",1699,296
"232","17031062200","Census Tract 622, Cook County, Illinois","B08006_008",937,210
"233","17031062300","Census Tract 623, Cook County, Illinois","B08006_008",487,118
"234","17031062400","Census Tract 624, Cook County, Illinois","B08006_008",478,119
"235","17031062500","Census Tract 625, Cook County, Illinois","B08006_008",608,84
"236","17031062600","Census Tract 626, Cook County, Illinois","B08006_008",396,86
"237","17031062700","Census Tract 627, Cook County, Illinois","B08006_008",732,184
"238","17031062800","Census Tract 628, Cook County, Illinois","B08006_008",1150,186
"239","17031062900","Census Tract 629, Cook County, Illinois","B08006_008",1528,206
"240","17031063000","Census Tract 630, Cook County, Illinois","B08006_008",1326,184
"241","17031063100","Census Tract 631, Cook County, Illinois","B08006_008",1058,178
"242","17031063200","Census Tract 632, Cook County, Illinois","B08006_008",2558,398
"243","17031063301","Census Tract 633.01, Cook County, Illinois","B08006_008",1220,189
"244","17031063302","Census Tract 633.02, Cook County, Illinois","B08006_008",1876,249
"245","17031063303","Census Tract 633.03, Cook County, Illinois","B08006_008",219,51
"246","17031063400","Census Tract 634, Cook County, Illinois","B08006_008",1010,177
"247","17031070101","Census Tract 701.01, Cook County, Illinois","B08006_008",1161,250
"248","17031070102","Census Tract 701.02, Cook County, Illinois","B08006_008",1128,203
"249","17031070103","Census Tract 701.03, Cook County, Illinois","B08006_008",575,122
"250","17031070200","Census Tract 702, Cook County, Illinois","B08006_008",1694,296
"251","17031070300","Census Tract 703, Cook County, Illinois","B08006_008",1350,181
"252","17031070400","Census Tract 704, Cook County, Illinois","B08006_008",1070,199
"253","17031070500","Census Tract 705, Cook County, Illinois","B08006_008",734,167
"254","17031070600","Census Tract 706, Cook County, Illinois","B08006_008",668,199
"255","17031070700","Census Tract 707, Cook County, Illinois","B08006_008",576,147
"256","17031071000","Census Tract 710, Cook County, Illinois","B08006_008",952,216
"257","17031071100","Census Tract 711, Cook County, Illinois","B08006_008",1006,200
"258","17031071200","Census Tract 712, Cook County, Illinois","B08006_008",553,138
"259","17031071300","Census Tract 713, Cook County, Illinois","B08006_008",958,179
"260","17031071400","Census Tract 714, Cook County, Illinois","B08006_008",1231,234
"261","17031071500","Census Tract 715, Cook County, Illinois","B08006_008",2115,275
"262","17031071600","Census Tract 716, Cook County, Illinois","B08006_008",239,55
"263","17031071700","Census Tract 717, Cook County, Illinois","B08006_008",418,93
"264","17031071800","Census Tract 718, Cook County, Illinois","B08006_008",474,128
"265","17031080100","Census Tract 801, Cook County, Illinois","B08006_008",1580,535
"266","17031080201","Census Tract 802.01, Cook County, Illinois","B08006_008",1014,233
"267","17031080202","Census Tract 802.02, Cook County, Illinois","B08006_008",959,191
"268","17031080300","Census Tract 803, Cook County, Illinois","B08006_008",1366,267
"269","17031080400","Census Tract 804, Cook County, Illinois","B08006_008",823,383
"270","17031081000","Census Tract 810, Cook County, Illinois","B08006_008",1457,346
"271","17031081100","Census Tract 811, Cook County, Illinois","B08006_008",1238,217
"272","17031081201","Census Tract 812.01, Cook County, Illinois","B08006_008",1111,279
"273","17031081202","Census Tract 812.02, Cook County, Illinois","B08006_008",282,83
"274","17031081300","Census Tract 813, Cook County, Illinois","B08006_008",630,221
"275","17031081401","Census Tract 814.01, Cook County, Illinois","B08006_008",260,104
"276","17031081402","Census Tract 814.02, Cook County, Illinois","B08006_008",539,175
"277","17031081403","Census Tract 814.03, Cook County, Illinois","B08006_008",761,266
"278","17031081500","Census Tract 815, Cook County, Illinois","B08006_008",449,196
"279","17031081600","Census Tract 816, Cook County, Illinois","B08006_008",541,209
"280","17031081700","Census Tract 817, Cook County, Illinois","B08006_008",521,137
"281","17031081800","Census Tract 818, Cook County, Illinois","B08006_008",1035,310
"282","17031081900","Census Tract 819, Cook County, Illinois","B08006_008",88,45
"283","17031090100","Census Tract 901, Cook County, Illinois","B08006_008",151,77
"284","17031090200","Census Tract 902, Cook County, Illinois","B08006_008",512,165
"285","17031090300","Census Tract 903, Cook County, Illinois","B08006_008",80,33
"286","17031100100","Census Tract 1001, Cook County, Illinois","B08006_008",327,120
"287","17031100200","Census Tract 1002, Cook County, Illinois","B08006_008",423,163
"288","17031100300","Census Tract 1003, Cook County, Illinois","B08006_008",276,126
"289","17031100400","Census Tract 1004, Cook County, Illinois","B08006_008",120,54
"290","17031100500","Census Tract 1005, Cook County, Illinois","B08006_008",298,138
"291","17031100600","Census Tract 1006, Cook County, Illinois","B08006_008",249,94
"292","17031100700","Census Tract 1007, Cook County, Illinois","B08006_008",209,101
"293","17031110100","Census Tract 1101, Cook County, Illinois","B08006_008",410,163
"294","17031110200","Census Tract 1102, Cook County, Illinois","B08006_008",133,65
"295","17031110300","Census Tract 1103, Cook County, Illinois","B08006_008",501,184
"296","17031110400","Census Tract 1104, Cook County, Illinois","B08006_008",405,102
"297","17031110501","Census Tract 1105.01, Cook County, Illinois","B08006_008",694,172
"298","17031110502","Census Tract 1105.02, Cook County, Illinois","B08006_008",607,153
"299","17031120100","Census Tract 1201, Cook County, Illinois","B08006_008",359,95
"300","17031120200","Census Tract 1202, Cook County, Illinois","B08006_008",226,70
"301","17031120300","Census Tract 1203, Cook County, Illinois","B08006_008",217,104
"302","17031120400","Census Tract 1204, Cook County, Illinois","B08006_008",447,131
"303","17031130100","Census Tract 1301, Cook County, Illinois","B08006_008",260,152
"304","17031130200","Census Tract 1302, Cook County, Illinois","B08006_008",157,73
"305","17031130300","Census Tract 1303, Cook County, Illinois","B08006_008",362,105
"306","17031140100","Census Tract 1401, Cook County, Illinois","B08006_008",744,266
"307","17031140200","Census Tract 1402, Cook County, Illinois","B08006_008",1206,399
"308","17031140301","Census Tract 1403.01, Cook County, Illinois","B08006_008",553,221
"309","17031140302","Census Tract 1403.02, Cook County, Illinois","B08006_008",430,127
"310","17031140400","Census Tract 1404, Cook County, Illinois","B08006_008",738,213
"311","17031140500","Census Tract 1405, Cook County, Illinois","B08006_008",384,135
"312","17031140601","Census Tract 1406.01, Cook County, Illinois","B08006_008",261,72
"313","17031140602","Census Tract 1406.02, Cook County, Illinois","B08006_008",1004,406
"314","17031140701","Census Tract 1407.01, Cook County, Illinois","B08006_008",621,113
"315","17031140702","Census Tract 1407.02, Cook County, Illinois","B08006_008",902,170
"316","17031140800","Census Tract 1408, Cook County, Illinois","B08006_008",1763,419
"317","17031150200","Census Tract 1502, Cook County, Illinois","B08006_008",947,312
"318","17031150300","Census Tract 1503, Cook County, Illinois","B08006_008",830,263
"319","17031150401","Census Tract 1504.01, Cook County, Illinois","B08006_008",396,131
"320","17031150402","Census Tract 1504.02, Cook County, Illinois","B08006_008",371,134
"321","17031150501","Census Tract 1505.01, Cook County, Illinois","B08006_008",402,147
"322","17031150502","Census Tract 1505.02, Cook County, Illinois","B08006_008",188,81
"323","17031150600","Census Tract 1506, Cook County, Illinois","B08006_008",353,157
"324","17031150700","Census Tract 1507, Cook County, Illinois","B08006_008",405,115
"325","17031150800","Census Tract 1508, Cook County, Illinois","B08006_008",628,247
"326","17031151001","Census Tract 1510.01, Cook County, Illinois","B08006_008",157,61
"327","17031151002","Census Tract 1510.02, Cook County, Illinois","B08006_008",425,127
"328","17031151100","Census Tract 1511, Cook County, Illinois","B08006_008",573,167
"329","17031151200","Census Tract 1512, Cook County, Illinois","B08006_008",214,97
"330","17031160100","Census Tract 1601, Cook County, Illinois","B08006_008",321,92
"331","17031160200","Census Tract 1602, Cook County, Illinois","B08006_008",385,130
"332","17031160300","Census Tract 1603, Cook County, Illinois","B08006_008",887,158
"333","17031160400","Census Tract 1604, Cook County, Illinois","B08006_008",533,153
"334","17031160501","Census Tract 1605.01, Cook County, Illinois","B08006_008",795,276
"335","17031160502","Census Tract 1605.02, Cook County, Illinois","B08006_008",445,115
"336","17031160601","Census Tract 1606.01, Cook County, Illinois","B08006_008",606,237
"337","17031160602","Census Tract 1606.02, Cook County, Illinois","B08006_008",539,154
"338","17031160700","Census Tract 1607, Cook County, Illinois","B08006_008",927,304
"339","17031160800","Census Tract 1608, Cook County, Illinois","B08006_008",811,218
"340","17031160900","Census Tract 1609, Cook County, Illinois","B08006_008",421,103
"341","17031161000","Census Tract 1610, Cook County, Illinois","B08006_008",307,73
"342","17031161100","Census Tract 1611, Cook County, Illinois","B08006_008",252,66
"343","17031161200","Census Tract 1612, Cook County, Illinois","B08006_008",403,117
"344","17031161300","Census Tract 1613, Cook County, Illinois","B08006_008",462,151
"345","17031170100","Census Tract 1701, Cook County, Illinois","B08006_008",76,38
"346","17031170200","Census Tract 1702, Cook County, Illinois","B08006_008",182,80
"347","17031170300","Census Tract 1703, Cook County, Illinois","B08006_008",183,93
"348","17031170400","Census Tract 1704, Cook County, Illinois","B08006_008",160,82
"349","17031170500","Census Tract 1705, Cook County, Illinois","B08006_008",289,123
"350","17031170600","Census Tract 1706, Cook County, Illinois","B08006_008",95,40
"351","17031170700","Census Tract 1707, Cook County, Illinois","B08006_008",185,97
"352","17031170800","Census Tract 1708, Cook County, Illinois","B08006_008",159,66
"353","17031170900","Census Tract 1709, Cook County, Illinois","B08006_008",127,73
"354","17031171000","Census Tract 1710, Cook County, Illinois","B08006_008",522,210
"355","17031171100","Census Tract 1711, Cook County, Illinois","B08006_008",268,131
"356","17031180100","Census Tract 1801, Cook County, Illinois","B08006_008",320,141
"357","17031190100","Census Tract 1901, Cook County, Illinois","B08006_008",312,105
"358","17031190200","Census Tract 1902, Cook County, Illinois","B08006_008",479,160
"359","17031190300","Census Tract 1903, Cook County, Illinois","B08006_008",409,140
"360","17031190401","Census Tract 1904.01, Cook County, Illinois","B08006_008",151,74
"361","17031190402","Census Tract 1904.02, Cook County, Illinois","B08006_008",234,114
"362","17031190601","Census Tract 1906.01, Cook County, Illinois","B08006_008",541,189
"363","17031190602","Census Tract 1906.02, Cook County, Illinois","B08006_008",425,148
"364","17031190701","Census Tract 1907.01, Cook County, Illinois","B08006_008",165,67
"365","17031190702","Census Tract 1907.02, Cook County, Illinois","B08006_008",508,173
"366","17031190800","Census Tract 1908, Cook County, Illinois","B08006_008",443,137
"367","17031190900","Census Tract 1909, Cook County, Illinois","B08006_008",232,156
"368","17031191000","Census Tract 1910, Cook County, Illinois","B08006_008",204,96
"369","17031191100","Census Tract 1911, Cook County, Illinois","B08006_008",567,171
"370","17031191200","Census Tract 1912, Cook County, Illinois","B08006_008",364,97
"371","17031191301","Census Tract 1913.01, Cook County, Illinois","B08006_008",226,133
"372","17031191302","Census Tract 1913.02, Cook County, Illinois","B08006_008",345,134
"373","17031200100","Census Tract 2001, Cook County, Illinois","B08006_008",454,180
"374","17031200200","Census Tract 2002, Cook County, Illinois","B08006_008",458,143
