"","GEOID","NAME","variable","estimate","moe"
"1","17001000100","Census Tract 1, Adams County, Illinois","B08014_003",517,155
"2","17001000201","Census Tract 2.01, Adams County, Illinois","B08014_003",231,66
"3","17001000202","Census Tract 2.02, Adams County, Illinois","B08014_003",359,101
"4","17001000400","Census Tract 4, Adams County, Illinois","B08014_003",314,138
"5","17001000500","Census Tract 5, Adams County, Illinois","B08014_003",274,94
"6","17001000600","Census Tract 6, Adams County, Illinois","B08014_003",679,177
"7","17001000700","Census Tract 7, Adams County, Illinois","B08014_003",248,73
"8","17001000800","Census Tract 8, Adams County, Illinois","B08014_003",507,180
"9","17001000900","Census Tract 9, Adams County, Illinois","B08014_003",408,94
"10","17001001001","Census Tract 10.01, Adams County, Illinois","B08014_003",492,129
"11","17001001002","Census Tract 10.02, Adams County, Illinois","B08014_003",312,129
"12","17001001100","Census Tract 11, Adams County, Illinois","B08014_003",681,197
"13","17001010100","Census Tract 101, Adams County, Illinois","B08014_003",216,59
"14","17001010200","Census Tract 102, Adams County, Illinois","B08014_003",203,54
"15","17001010300","Census Tract 103, Adams County, Illinois","B08014_003",416,146
"16","17001010400","Census Tract 104, Adams County, Illinois","B08014_003",119,68
"17","17001010500","Census Tract 105, Adams County, Illinois","B08014_003",137,63
"18","17001010600","Census Tract 106, Adams County, Illinois","B08014_003",523,208
"19","17003957600","Census Tract 9576, Alexander County, Illinois","B08014_003",102,47
"20","17003957700","Census Tract 9577, Alexander County, Illinois","B08014_003",114,76
"21","17003957800","Census Tract 9578, Alexander County, Illinois","B08014_003",119,56
"22","17003957900","Census Tract 9579, Alexander County, Illinois","B08014_003",193,99
"23","17005951200","Census Tract 9512, Bond County, Illinois","B08014_003",106,52
"24","17005951300","Census Tract 9513, Bond County, Illinois","B08014_003",254,112
"25","17005951400","Census Tract 9514, Bond County, Illinois","B08014_003",174,79
"26","17005951500","Census Tract 9515, Bond County, Illinois","B08014_003",264,86
"27","17007010100","Census Tract 101, Boone County, Illinois","B08014_003",652,225
"28","17007010200","Census Tract 102, Boone County, Illinois","B08014_003",379,168
"29","17007010300","Census Tract 103, Boone County, Illinois","B08014_003",417,178
"30","17007010400","Census Tract 104, Boone County, Illinois","B08014_003",220,101
"31","17007010500","Census Tract 105, Boone County, Illinois","B08014_003",298,136
"32","17007010601","Census Tract 106.01, Boone County, Illinois","B08014_003",200,88
"33","17007010602","Census Tract 106.02, Boone County, Illinois","B08014_003",608,261
"34","17009970400","Census Tract 9704, Brown County, Illinois","B08014_003",163,57
"35","17009970500","Census Tract 9705, Brown County, Illinois","B08014_003",261,114
"36","17011964700","Census Tract 9647, Bureau County, Illinois","B08014_003",175,49
"37","17011964800","Census Tract 9648, Bureau County, Illinois","B08014_003",155,42
"38","17011964900","Census Tract 9649, Bureau County, Illinois","B08014_003",215,77
"39","17011965000","Census Tract 9650, Bureau County, Illinois","B08014_003",263,70
"40","17011965100","Census Tract 9651, Bureau County, Illinois","B08014_003",449,99
"41","17011965200","Census Tract 9652, Bureau County, Illinois","B08014_003",482,157
"42","17011965300","Census Tract 9653, Bureau County, Illinois","B08014_003",265,76
"43","17011965400","Census Tract 9654, Bureau County, Illinois","B08014_003",365,116
"44","17011965500","Census Tract 9655, Bureau County, Illinois","B08014_003",152,49
"45","17011965600","Census Tract 9656, Bureau County, Illinois","B08014_003",158,35
"46","17013951200","Census Tract 9512, Calhoun County, Illinois","B08014_003",168,60
"47","17013951300","Census Tract 9513, Calhoun County, Illinois","B08014_003",127,48
"48","17015960100","Census Tract 9601, Carroll County, Illinois","B08014_003",225,66
"49","17015960200","Census Tract 9602, Carroll County, Illinois","B08014_003",78,32
"50","17015960300","Census Tract 9603, Carroll County, Illinois","B08014_003",326,122
"51","17015960400","Census Tract 9604, Carroll County, Illinois","B08014_003",183,50
"52","17015960500","Census Tract 9605, Carroll County, Illinois","B08014_003",217,60
"53","17015960600","Census Tract 9606, Carroll County, Illinois","B08014_003",124,47
"54","17017960100","Census Tract 9601, Cass County, Illinois","B08014_003",153,42
"55","17017960200","Census Tract 9602, Cass County, Illinois","B08014_003",201,50
"56","17017960300","Census Tract 9603, Cass County, Illinois","B08014_003",139,70
"57","17017960400","Census Tract 9604, Cass County, Illinois","B08014_003",422,98
"58","17017960500","Census Tract 9605, Cass County, Illinois","B08014_003",314,102
"59","17019000200","Census Tract 2, Champaign County, Illinois","B08014_003",411,95
"60","17019000301","Census Tract 3.01, Champaign County, Illinois","B08014_003",793,322
"61","17019000302","Census Tract 3.02, Champaign County, Illinois","B08014_003",468,244
"62","17019000401","Census Tract 4.01, Champaign County, Illinois","B08014_003",255,97
"63","17019000402","Census Tract 4.02, Champaign County, Illinois","B08014_003",284,115
"64","17019000500","Census Tract 5, Champaign County, Illinois","B08014_003",1096,312
"65","17019000700","Census Tract 7, Champaign County, Illinois","B08014_003",761,194
"66","17019000800","Census Tract 8, Champaign County, Illinois","B08014_003",1409,298
"67","17019000901","Census Tract 9.01, Champaign County, Illinois","B08014_003",809,211
"68","17019000902","Census Tract 9.02, Champaign County, Illinois","B08014_003",998,242
"69","17019001000","Census Tract 10, Champaign County, Illinois","B08014_003",820,213
"70","17019001100","Census Tract 11, Champaign County, Illinois","B08014_003",595,120
"71","17019001201","Census Tract 12.01, Champaign County, Illinois","B08014_003",1094,265
"72","17019001203","Census Tract 12.03, Champaign County, Illinois","B08014_003",576,163
"73","17019001204","Census Tract 12.04, Champaign County, Illinois","B08014_003",211,70
"74","17019001205","Census Tract 12.05, Champaign County, Illinois","B08014_003",437,157
"75","17019001206","Census Tract 12.06, Champaign County, Illinois","B08014_003",161,54
"76","17019001301","Census Tract 13.01, Champaign County, Illinois","B08014_003",953,256
"77","17019001302","Census Tract 13.02, Champaign County, Illinois","B08014_003",329,88
"78","17019001400","Census Tract 14, Champaign County, Illinois","B08014_003",502,138
"79","17019005300","Census Tract 53, Champaign County, Illinois","B08014_003",855,302
"80","17019005401","Census Tract 54.01, Champaign County, Illinois","B08014_003",1291,276
"81","17019005402","Census Tract 54.02, Champaign County, Illinois","B08014_003",627,173
"82","17019005500","Census Tract 55, Champaign County, Illinois","B08014_003",574,156
"83","17019005600","Census Tract 56, Champaign County, Illinois","B08014_003",1081,284
"84","17019005701","Census Tract 57.01, Champaign County, Illinois","B08014_003",831,278
"85","17019005702","Census Tract 57.02, Champaign County, Illinois","B08014_003",416,118
"86","17019005800","Census Tract 58, Champaign County, Illinois","B08014_003",888,198
"87","17019005900","Census Tract 59, Champaign County, Illinois","B08014_003",312,95
"88","17019006000","Census Tract 60, Champaign County, Illinois","B08014_003",289,79
"89","17019010100","Census Tract 101, Champaign County, Illinois","B08014_003",565,227
"90","17019010204","Census Tract 102.04, Champaign County, Illinois","B08014_003",559,226
"91","17019010300","Census Tract 103, Champaign County, Illinois","B08014_003",469,132
"92","17019010400","Census Tract 104, Champaign County, Illinois","B08014_003",422,82
"93","17019010500","Census Tract 105, Champaign County, Illinois","B08014_003",175,62
"94","17019010601","Census Tract 106.01, Champaign County, Illinois","B08014_003",236,114
"95","17019010603","Census Tract 106.03, Champaign County, Illinois","B08014_003",471,162
"96","17019010604","Census Tract 106.04, Champaign County, Illinois","B08014_003",210,101
"97","17019010700","Census Tract 107, Champaign County, Illinois","B08014_003",538,138
"98","17019010800","Census Tract 108, Champaign County, Illinois","B08014_003",287,68
"99","17019010900","Census Tract 109, Champaign County, Illinois","B08014_003",684,188
"100","17019011000","Census Tract 110, Champaign County, Illinois","B08014_003",1421,338
"101","17019011100","Census Tract 111, Champaign County, Illinois","B08014_003",595,159
"102","17021958100","Census Tract 9581, Christian County, Illinois","B08014_003",110,36
"103","17021958200","Census Tract 9582, Christian County, Illinois","B08014_003",175,63
"104","17021958300","Census Tract 9583, Christian County, Illinois","B08014_003",499,171
"105","17021958400","Census Tract 9584, Christian County, Illinois","B08014_003",245,84
"106","17021958500","Census Tract 9585, Christian County, Illinois","B08014_003",201,89
"107","17021958600","Census Tract 9586, Christian County, Illinois","B08014_003",100,45
"108","17021958700","Census Tract 9587, Christian County, Illinois","B08014_003",198,74
"109","17021958800","Census Tract 9588, Christian County, Illinois","B08014_003",257,107
"110","17021958900","Census Tract 9589, Christian County, Illinois","B08014_003",217,102
"111","17021959000","Census Tract 9590, Christian County, Illinois","B08014_003",228,65
"112","17023060100","Census Tract 601, Clark County, Illinois","B08014_003",151,66
"113","17023060200","Census Tract 602, Clark County, Illinois","B08014_003",431,124
"114","17023060300","Census Tract 603, Clark County, Illinois","B08014_003",576,121
"115","17023060400","Census Tract 604, Clark County, Illinois","B08014_003",97,43
"116","17025971900","Census Tract 9719, Clay County, Illinois","B08014_003",155,76
"117","17025972000","Census Tract 9720, Clay County, Illinois","B08014_003",152,63
"118","17025972100","Census Tract 9721, Clay County, Illinois","B08014_003",440,134
"119","17025972200","Census Tract 9722, Clay County, Illinois","B08014_003",212,74
"120","17027900100","Census Tract 9001, Clinton County, Illinois","B08014_003",511,169
"121","17027900200","Census Tract 9002, Clinton County, Illinois","B08014_003",176,72
"122","17027900300","Census Tract 9003, Clinton County, Illinois","B08014_003",439,159
"123","17027900401","Census Tract 9004.01, Clinton County, Illinois","B08014_003",78,34
"124","17027900402","Census Tract 9004.02, Clinton County, Illinois","B08014_003",190,114
"125","17027900500","Census Tract 9005, Clinton County, Illinois","B08014_003",490,197
"126","17027900601","Census Tract 9006.01, Clinton County, Illinois","B08014_003",144,52
"127","17027900602","Census Tract 9006.02, Clinton County, Illinois","B08014_003",258,125
"128","17029000100","Census Tract 1, Coles County, Illinois","B08014_003",133,39
"129","17029000200","Census Tract 2, Coles County, Illinois","B08014_003",389,160
"130","17029000300","Census Tract 3, Coles County, Illinois","B08014_003",473,140
"131","17029000400","Census Tract 4, Coles County, Illinois","B08014_003",335,120
"132","17029000500","Census Tract 5, Coles County, Illinois","B08014_003",727,224
"133","17029000600","Census Tract 6, Coles County, Illinois","B08014_003",190,59
"134","17029000700","Census Tract 7, Coles County, Illinois","B08014_003",1102,273
"135","17029000800","Census Tract 8, Coles County, Illinois","B08014_003",338,96
"136","17029000900","Census Tract 9, Coles County, Illinois","B08014_003",450,133
"137","17029001000","Census Tract 10, Coles County, Illinois","B08014_003",378,104
"138","17029001100","Census Tract 11, Coles County, Illinois","B08014_003",447,137
"139","17029001200","Census Tract 12, Coles County, Illinois","B08014_003",448,163
"140","17031010100","Census Tract 101, Cook County, Illinois","B08014_003",810,271
"141","17031010201","Census Tract 102.01, Cook County, Illinois","B08014_003",1691,399
"142","17031010202","Census Tract 102.02, Cook County, Illinois","B08014_003",502,132
"143","17031010300","Census Tract 103, Cook County, Illinois","B08014_003",1343,330
"144","17031010400","Census Tract 104, Cook County, Illinois","B08014_003",981,242
"145","17031010501","Census Tract 105.01, Cook County, Illinois","B08014_003",1040,218
"146","17031010502","Census Tract 105.02, Cook County, Illinois","B08014_003",717,171
"147","17031010503","Census Tract 105.03, Cook County, Illinois","B08014_003",417,149
"148","17031010600","Census Tract 106, Cook County, Illinois","B08014_003",2027,444
"149","17031010701","Census Tract 107.01, Cook County, Illinois","B08014_003",939,215
"150","17031010702","Census Tract 107.02, Cook County, Illinois","B08014_003",1704,352
"151","17031020100","Census Tract 201, Cook County, Illinois","B08014_003",774,209
"152","17031020200","Census Tract 202, Cook County, Illinois","B08014_003",1040,292
"153","17031020301","Census Tract 203.01, Cook County, Illinois","B08014_003",669,160
"154","17031020302","Census Tract 203.02, Cook County, Illinois","B08014_003",829,194
"155","17031020400","Census Tract 204, Cook County, Illinois","B08014_003",1079,251
"156","17031020500","Census Tract 205, Cook County, Illinois","B08014_003",1166,275
"157","17031020601","Census Tract 206.01, Cook County, Illinois","B08014_003",1303,381
"158","17031020602","Census Tract 206.02, Cook County, Illinois","B08014_003",670,218
"159","17031020701","Census Tract 207.01, Cook County, Illinois","B08014_003",284,93
"160","17031020702","Census Tract 207.02, Cook County, Illinois","B08014_003",1318,320
"161","17031020801","Census Tract 208.01, Cook County, Illinois","B08014_003",1114,218
"162","17031020802","Census Tract 208.02, Cook County, Illinois","B08014_003",1762,468
"163","17031020901","Census Tract 209.01, Cook County, Illinois","B08014_003",1198,221
"164","17031020902","Census Tract 209.02, Cook County, Illinois","B08014_003",906,201
"165","17031030101","Census Tract 301.01, Cook County, Illinois","B08014_003",962,238
"166","17031030102","Census Tract 301.02, Cook County, Illinois","B08014_003",723,173
"167","17031030103","Census Tract 301.03, Cook County, Illinois","B08014_003",505,156
"168","17031030104","Census Tract 301.04, Cook County, Illinois","B08014_003",289,96
"169","17031030200","Census Tract 302, Cook County, Illinois","B08014_003",1824,446
"170","17031030300","Census Tract 303, Cook County, Illinois","B08014_003",843,170
"171","17031030400","Census Tract 304, Cook County, Illinois","B08014_003",811,140
"172","17031030500","Census Tract 305, Cook County, Illinois","B08014_003",2376,374
"173","17031030601","Census Tract 306.01, Cook County, Illinois","B08014_003",936,227
"174","17031030603","Census Tract 306.03, Cook County, Illinois","B08014_003",573,157
"175","17031030604","Census Tract 306.04, Cook County, Illinois","B08014_003",834,200
"176","17031030701","Census Tract 307.01, Cook County, Illinois","B08014_003",428,86
"177","17031030702","Census Tract 307.02, Cook County, Illinois","B08014_003",305,101
"178","17031030703","Census Tract 307.03, Cook County, Illinois","B08014_003",708,153
"179","17031030706","Census Tract 307.06, Cook County, Illinois","B08014_003",957,247
"180","17031030800","Census Tract 308, Cook County, Illinois","B08014_003",1086,246
"181","17031030900","Census Tract 309, Cook County, Illinois","B08014_003",787,199
"182","17031031000","Census Tract 310, Cook County, Illinois","B08014_003",1618,280
"183","17031031100","Census Tract 311, Cook County, Illinois","B08014_003",1414,283
"184","17031031200","Census Tract 312, Cook County, Illinois","B08014_003",1470,327
"185","17031031300","Census Tract 313, Cook County, Illinois","B08014_003",1972,387
"186","17031031400","Census Tract 314, Cook County, Illinois","B08014_003",1908,275
"187","17031031501","Census Tract 315.01, Cook County, Illinois","B08014_003",1043,211
"188","17031031502","Census Tract 315.02, Cook County, Illinois","B08014_003",1050,373
"189","17031031700","Census Tract 317, Cook County, Illinois","B08014_003",1861,284
"190","17031031800","Census Tract 318, Cook County, Illinois","B08014_003",635,100
"191","17031031900","Census Tract 319, Cook County, Illinois","B08014_003",721,156
"192","17031032100","Census Tract 321, Cook County, Illinois","B08014_003",1956,475
"193","17031040100","Census Tract 401, Cook County, Illinois","B08014_003",915,178
"194","17031040201","Census Tract 402.01, Cook County, Illinois","B08014_003",2180,332
"195","17031040202","Census Tract 402.02, Cook County, Illinois","B08014_003",1652,373
"196","17031040300","Census Tract 403, Cook County, Illinois","B08014_003",554,138
"197","17031040401","Census Tract 404.01, Cook County, Illinois","B08014_003",729,183
"198","17031040402","Census Tract 404.02, Cook County, Illinois","B08014_003",2308,421
"199","17031040600","Census Tract 406, Cook County, Illinois","B08014_003",842,188
"200","17031040700","Census Tract 407, Cook County, Illinois","B08014_003",1084,197
"201","17031040800","Census Tract 408, Cook County, Illinois","B08014_003",602,108
"202","17031040900","Census Tract 409, Cook County, Illinois","B08014_003",637,168
"203","17031050100","Census Tract 501, Cook County, Illinois","B08014_003",744,178
"204","17031050200","Census Tract 502, Cook County, Illinois","B08014_003",1181,265
"205","17031050300","Census Tract 503, Cook County, Illinois","B08014_003",637,184
"206","17031050500","Census Tract 505, Cook County, Illinois","B08014_003",1631,355
"207","17031050600","Census Tract 506, Cook County, Illinois","B08014_003",764,182
"208","17031050700","Census Tract 507, Cook County, Illinois","B08014_003",535,86
"209","17031050800","Census Tract 508, Cook County, Illinois","B08014_003",442,84
"210","17031050900","Census Tract 509, Cook County, Illinois","B08014_003",413,91
"211","17031051000","Census Tract 510, Cook County, Illinois","B08014_003",452,80
"212","17031051100","Census Tract 511, Cook County, Illinois","B08014_003",507,102
"213","17031051200","Census Tract 512, Cook County, Illinois","B08014_003",517,107
"214","17031051300","Census Tract 513, Cook County, Illinois","B08014_003",650,146
"215","17031051400","Census Tract 514, Cook County, Illinois","B08014_003",500,93
"216","17031060100","Census Tract 601, Cook County, Illinois","B08014_003",879,175
"217","17031060200","Census Tract 602, Cook County, Illinois","B08014_003",715,148
"218","17031060300","Census Tract 603, Cook County, Illinois","B08014_003",997,222
"219","17031060400","Census Tract 604, Cook County, Illinois","B08014_003",975,232
"220","17031060500","Census Tract 605, Cook County, Illinois","B08014_003",357,100
"221","17031060800","Census Tract 608, Cook County, Illinois","B08014_003",2135,287
"222","17031060900","Census Tract 609, Cook County, Illinois","B08014_003",2071,466
"223","17031061000","Census Tract 610, Cook County, Illinois","B08014_003",889,176
"224","17031061100","Census Tract 611, Cook County, Illinois","B08014_003",518,121
"225","17031061200","Census Tract 612, Cook County, Illinois","B08014_003",606,160
"226","17031061500","Census Tract 615, Cook County, Illinois","B08014_003",667,94
"227","17031061800","Census Tract 618, Cook County, Illinois","B08014_003",399,80
"228","17031061901","Census Tract 619.01, Cook County, Illinois","B08014_003",1108,289
"229","17031061902","Census Tract 619.02, Cook County, Illinois","B08014_003",1217,258
"230","17031062000","Census Tract 620, Cook County, Illinois","B08014_003",1148,216
"231","17031062100","Census Tract 621, Cook County, Illinois","B08014_003",1225,257
"232","17031062200","Census Tract 622, Cook County, Illinois","B08014_003",1206,201
"233","17031062300","Census Tract 623, Cook County, Illinois","B08014_003",417,103
"234","17031062400","Census Tract 624, Cook County, Illinois","B08014_003",506,147
"235","17031062500","Census Tract 625, Cook County, Illinois","B08014_003",626,109
"236","17031062600","Census Tract 626, Cook County, Illinois","B08014_003",638,107
"237","17031062700","Census Tract 627, Cook County, Illinois","B08014_003",898,211
"238","17031062800","Census Tract 628, Cook County, Illinois","B08014_003",1215,204
"239","17031062900","Census Tract 629, Cook County, Illinois","B08014_003",1219,223
"240","17031063000","Census Tract 630, Cook County, Illinois","B08014_003",1187,219
"241","17031063100","Census Tract 631, Cook County, Illinois","B08014_003",945,189
"242","17031063200","Census Tract 632, Cook County, Illinois","B08014_003",1763,383
"243","17031063301","Census Tract 633.01, Cook County, Illinois","B08014_003",609,158
"244","17031063302","Census Tract 633.02, Cook County, Illinois","B08014_003",1541,268
"245","17031063303","Census Tract 633.03, Cook County, Illinois","B08014_003",374,71
"246","17031063400","Census Tract 634, Cook County, Illinois","B08014_003",861,171
"247","17031070101","Census Tract 701.01, Cook County, Illinois","B08014_003",929,226
"248","17031070102","Census Tract 701.02, Cook County, Illinois","B08014_003",935,180
"249","17031070103","Census Tract 701.03, Cook County, Illinois","B08014_003",595,138
"250","17031070200","Census Tract 702, Cook County, Illinois","B08014_003",1548,293
"251","17031070300","Census Tract 703, Cook County, Illinois","B08014_003",1182,149
"252","17031070400","Census Tract 704, Cook County, Illinois","B08014_003",1001,191
"253","17031070500","Census Tract 705, Cook County, Illinois","B08014_003",863,150
"254","17031070600","Census Tract 706, Cook County, Illinois","B08014_003",673,192
"255","17031070700","Census Tract 707, Cook County, Illinois","B08014_003",1014,190
"256","17031071000","Census Tract 710, Cook County, Illinois","B08014_003",944,211
"257","17031071100","Census Tract 711, Cook County, Illinois","B08014_003",705,194
"258","17031071200","Census Tract 712, Cook County, Illinois","B08014_003",704,162
"259","17031071300","Census Tract 713, Cook County, Illinois","B08014_003",1220,293
"260","17031071400","Census Tract 714, Cook County, Illinois","B08014_003",1547,301
"261","17031071500","Census Tract 715, Cook County, Illinois","B08014_003",2735,389
"262","17031071600","Census Tract 716, Cook County, Illinois","B08014_003",393,104
"263","17031071700","Census Tract 717, Cook County, Illinois","B08014_003",602,133
"264","17031071800","Census Tract 718, Cook County, Illinois","B08014_003",620,176
"265","17031080100","Census Tract 801, Cook County, Illinois","B08014_003",2553,617
"266","17031080201","Census Tract 802.01, Cook County, Illinois","B08014_003",1522,324
"267","17031080202","Census Tract 802.02, Cook County, Illinois","B08014_003",1162,191
"268","17031080300","Census Tract 803, Cook County, Illinois","B08014_003",2100,282
"269","17031080400","Census Tract 804, Cook County, Illinois","B08014_003",1227,362
"270","17031081000","Census Tract 810, Cook County, Illinois","B08014_003",1530,450
"271","17031081100","Census Tract 811, Cook County, Illinois","B08014_003",870,218
"272","17031081201","Census Tract 812.01, Cook County, Illinois","B08014_003",1020,245
"273","17031081202","Census Tract 812.02, Cook County, Illinois","B08014_003",867,168
"274","17031081300","Census Tract 813, Cook County, Illinois","B08014_003",1097,267
"275","17031081401","Census Tract 814.01, Cook County, Illinois","B08014_003",635,198
"276","17031081402","Census Tract 814.02, Cook County, Illinois","B08014_003",1440,297
"277","17031081403","Census Tract 814.03, Cook County, Illinois","B08014_003",2429,466
"278","17031081500","Census Tract 815, Cook County, Illinois","B08014_003",1851,338
"279","17031081600","Census Tract 816, Cook County, Illinois","B08014_003",971,244
"280","17031081700","Census Tract 817, Cook County, Illinois","B08014_003",1155,273
"281","17031081800","Census Tract 818, Cook County, Illinois","B08014_003",4393,507
"282","17031081900","Census Tract 819, Cook County, Illinois","B08014_003",253,68
"283","17031090100","Census Tract 901, Cook County, Illinois","B08014_003",217,89
"284","17031090200","Census Tract 902, Cook County, Illinois","B08014_003",773,207
"285","17031090300","Census Tract 903, Cook County, Illinois","B08014_003",182,56
"286","17031100100","Census Tract 1001, Cook County, Illinois","B08014_003",586,176
"287","17031100200","Census Tract 1002, Cook County, Illinois","B08014_003",835,248
"288","17031100300","Census Tract 1003, Cook County, Illinois","B08014_003",662,310
"289","17031100400","Census Tract 1004, Cook County, Illinois","B08014_003",184,74
"290","17031100500","Census Tract 1005, Cook County, Illinois","B08014_003",762,357
"291","17031100600","Census Tract 1006, Cook County, Illinois","B08014_003",620,158
"292","17031100700","Census Tract 1007, Cook County, Illinois","B08014_003",353,119
"293","17031110100","Census Tract 1101, Cook County, Illinois","B08014_003",527,196
"294","17031110200","Census Tract 1102, Cook County, Illinois","B08014_003",508,138
"295","17031110300","Census Tract 1103, Cook County, Illinois","B08014_003",808,254
"296","17031110400","Census Tract 1104, Cook County, Illinois","B08014_003",659,132
"297","17031110501","Census Tract 1105.01, Cook County, Illinois","B08014_003",737,192
"298","17031110502","Census Tract 1105.02, Cook County, Illinois","B08014_003",607,139
"299","17031120100","Census Tract 1201, Cook County, Illinois","B08014_003",297,105
"300","17031120200","Census Tract 1202, Cook County, Illinois","B08014_003",428,108
"301","17031120300","Census Tract 1203, Cook County, Illinois","B08014_003",487,172
"302","17031120400","Census Tract 1204, Cook County, Illinois","B08014_003",417,146
"303","17031130100","Census Tract 1301, Cook County, Illinois","B08014_003",280,116
"304","17031130200","Census Tract 1302, Cook County, Illinois","B08014_003",271,84
"305","17031130300","Census Tract 1303, Cook County, Illinois","B08014_003",915,204
"306","17031140100","Census Tract 1401, Cook County, Illinois","B08014_003",724,175
"307","17031140200","Census Tract 1402, Cook County, Illinois","B08014_003",1135,273
"308","17031140301","Census Tract 1403.01, Cook County, Illinois","B08014_003",434,120
"309","17031140302","Census Tract 1403.02, Cook County, Illinois","B08014_003",717,198
"310","17031140400","Census Tract 1404, Cook County, Illinois","B08014_003",915,229
"311","17031140500","Census Tract 1405, Cook County, Illinois","B08014_003",676,205
"312","17031140601","Census Tract 1406.01, Cook County, Illinois","B08014_003",455,132
"313","17031140602","Census Tract 1406.02, Cook County, Illinois","B08014_003",980,264
"314","17031140701","Census Tract 1407.01, Cook County, Illinois","B08014_003",725,138
"315","17031140702","Census Tract 1407.02, Cook County, Illinois","B08014_003",1424,256
"316","17031140800","Census Tract 1408, Cook County, Illinois","B08014_003",2006,445
"317","17031150200","Census Tract 1502, Cook County, Illinois","B08014_003",1550,344
"318","17031150300","Census Tract 1503, Cook County, Illinois","B08014_003",1394,338
"319","17031150401","Census Tract 1504.01, Cook County, Illinois","B08014_003",970,198
"320","17031150402","Census Tract 1504.02, Cook County, Illinois","B08014_003",622,245
"321","17031150501","Census Tract 1505.01, Cook County, Illinois","B08014_003",556,153
"322","17031150502","Census Tract 1505.02, Cook County, Illinois","B08014_003",372,141
"323","17031150600","Census Tract 1506, Cook County, Illinois","B08014_003",459,177
"324","17031150700","Census Tract 1507, Cook County, Illinois","B08014_003",583,171
"325","17031150800","Census Tract 1508, Cook County, Illinois","B08014_003",931,290
"326","17031151001","Census Tract 1510.01, Cook County, Illinois","B08014_003",352,80
"327","17031151002","Census Tract 1510.02, Cook County, Illinois","B08014_003",1011,286
"328","17031151100","Census Tract 1511, Cook County, Illinois","B08014_003",508,158
"329","17031151200","Census Tract 1512, Cook County, Illinois","B08014_003",352,123
"330","17031160100","Census Tract 1601, Cook County, Illinois","B08014_003",538,156
"331","17031160200","Census Tract 1602, Cook County, Illinois","B08014_003",491,155
"332","17031160300","Census Tract 1603, Cook County, Illinois","B08014_003",1095,219
"333","17031160400","Census Tract 1604, Cook County, Illinois","B08014_003",1030,187
"334","17031160501","Census Tract 1605.01, Cook County, Illinois","B08014_003",694,187
"335","17031160502","Census Tract 1605.02, Cook County, Illinois","B08014_003",770,219
"336","17031160601","Census Tract 1606.01, Cook County, Illinois","B08014_003",716,193
"337","17031160602","Census Tract 1606.02, Cook County, Illinois","B08014_003",1051,189
"338","17031160700","Census Tract 1607, Cook County, Illinois","B08014_003",1522,418
"339","17031160800","Census Tract 1608, Cook County, Illinois","B08014_003",1144,293
"340","17031160900","Census Tract 1609, Cook County, Illinois","B08014_003",617,140
"341","17031161000","Census Tract 1610, Cook County, Illinois","B08014_003",476,132
"342","17031161100","Census Tract 1611, Cook County, Illinois","B08014_003",321,85
"343","17031161200","Census Tract 1612, Cook County, Illinois","B08014_003",535,123
"344","17031161300","Census Tract 1613, Cook County, Illinois","B08014_003",679,192
"345","17031170100","Census Tract 1701, Cook County, Illinois","B08014_003",289,74
"346","17031170200","Census Tract 1702, Cook County, Illinois","B08014_003",377,109
"347","17031170300","Census Tract 1703, Cook County, Illinois","B08014_003",524,181
"348","17031170400","Census Tract 1704, Cook County, Illinois","B08014_003",475,129
"349","17031170500","Census Tract 1705, Cook County, Illinois","B08014_003",660,207
"350","17031170600","Census Tract 1706, Cook County, Illinois","B08014_003",234,70
"351","17031170700","Census Tract 1707, Cook County, Illinois","B08014_003",325,116
"352","17031170800","Census Tract 1708, Cook County, Illinois","B08014_003",401,156
"353","17031170900","Census Tract 1709, Cook County, Illinois","B08014_003",265,91
"354","17031171000","Census Tract 1710, Cook County, Illinois","B08014_003",1182,377
"355","17031171100","Census Tract 1711, Cook County, Illinois","B08014_003",495,175
"356","17031180100","Census Tract 1801, Cook County, Illinois","B08014_003",789,284
"357","17031190100","Census Tract 1901, Cook County, Illinois","B08014_003",515,131
"358","17031190200","Census Tract 1902, Cook County, Illinois","B08014_003",664,252
"359","17031190300","Census Tract 1903, Cook County, Illinois","B08014_003",688,212
"360","17031190401","Census Tract 1904.01, Cook County, Illinois","B08014_003",509,177
"361","17031190402","Census Tract 1904.02, Cook County, Illinois","B08014_003",933,258
"362","17031190601","Census Tract 1906.01, Cook County, Illinois","B08014_003",567,225
"363","17031190602","Census Tract 1906.02, Cook County, Illinois","B08014_003",666,252
"364","17031190701","Census Tract 1907.01, Cook County, Illinois","B08014_003",289,93
"365","17031190702","Census Tract 1907.02, Cook County, Illinois","B08014_003",927,271
"366","17031190800","Census Tract 1908, Cook County, Illinois","B08014_003",885,213
"367","17031190900","Census Tract 1909, Cook County, Illinois","B08014_003",244,94
"368","17031191000","Census Tract 1910, Cook County, Illinois","B08014_003",222,78
"369","17031191100","Census Tract 1911, Cook County, Illinois","B08014_003",1239,294
"370","17031191200","Census Tract 1912, Cook County, Illinois","B08014_003",596,157
"371","17031191301","Census Tract 1913.01, Cook County, Illinois","B08014_003",425,189
"372","17031191302","Census Tract 1913.02, Cook County, Illinois","B08014_003",518,185
"373","17031200100","Census Tract 2001, Cook County, Illinois","B08014_003",479,145
"374","17031200200","Census Tract 2002, Cook County, Illinois","B08014_003",781,208
